,map_name,file_names,slope_0.2,norm_slope_0.2,curvature,curvature_linear,curvature_shift,norm_curvature,norm_curvature_linear,norm_curvature_shift,work_total,work_elastic,work_plastic,work_ratio,h_ratio,Er(GPa),H(GPa),mN,Y_name
387,BV-map2-3mN,3s-a9-b-map2-curves_0335.txt,124788.1344795418,3.177254216004902,241993.01908630156,21814.54877457851,16.8030135925509,0.4703544443758504,0.5554368934354804,0.0056045622000054,96.30452343984756,33.23168077589089,63.07284266395667,0.6549312577550148,0.6437670741079635,272.78678,15.004681,3,mc-matrix
388,LCV-map1-3mN,LCV-7-map1-indent_0394.txt,111438.31737582128,3.497098840103447,156776.66779902807,17559.215025211088,39.87930673711747,0.4564706053692893,0.5471852894379836,0.0133007087203487,122.01504691867564,40.61357311906214,81.4014737996135,0.6671429127414791,0.4298501040766128,217.640395,11.010083,3,matrix
389,SAV-map2-3mN,SA-8-map2-indents_0314.txt,113178.12051583636,3.4564034539385378,217132.5495259444,13009.652429357642,75.72366462263727,0.5994559170301262,0.3947611017600534,0.0252543762526611,112.88341536232514,35.684683170351924,77.19873219197322,0.6838801957239354,0.4069758911694053,227.148474,11.135338,3,m6c-matrix
390,LCV-map2-3mN,LCV-8-map2-indent_0133.txt,106205.21054209278,4.043876651664834,21566.035911570976,22964.627826967127,107.42481479614486,0.0931606122135887,0.8716639713949779,0.0358279500287092,165.75433877652753,37.54003974501696,128.21429903151056,0.7735200175023532,0.4882921890666302,171.865926,7.883174,3,mc-matrix
391,SAV-map1-3mN,SA-7-map1-indent_0150.txt,109443.4005376801,3.5183658566387765,168492.93904569815,15721.442518220136,30.79350761992732,0.5175646817863909,0.5032136732310759,0.0102706096339498,120.19879163304924,34.74200365501821,85.45678797803103,0.7109621221394564,0.4033071619023774,209.753993,10.44217,3,matrix
392,LCV-map1-3mN,LCV-7-map1-indent_0361.txt,111709.15440031869,3.702937059909916,129595.86765317878,17822.835993653585,17.88873110017713,0.4236138638492328,0.5884781784653186,0.0059663292141172,130.52187460103477,39.66091417994868,90.86096042108608,0.6961358829607688,0.350757788229175,210.604135,9.86779,3,matrix
393,SV-matrix2-10mN,SV-5-10mNim_20230809_2106_00048 LC.txt,171727.66051031783,3.635934246829887,173354.74849194885,14445.306998514166,-361.02216855820575,0.7496668695655924,0.3004760690286454,-0.0361216454037105,794.6298074768202,298.48804144087,496.14176603595024,0.6243684308940587,0.4218876176680162,177.21108,9.899654,10,mc-matrix
394,BV-map1-5mN,s3-b-curves_0019.txt,147655.3365357826,3.9180329745570415,178996.63679625338,15074.71349468289,-3.809272103495914,0.6248593454542372,0.3983553438410669,-0.0007619892546077,261.74407487176705,81.1383050971034,180.60576977466368,0.6900090092321881,0.5363632702824412,219.455822,10.077825,5,matrix
395,BV-map1-5mN,s3-b-curves_0304.txt,145671.21983156723,3.8353281205728074,168228.9476222375,16983.632754257524,17.76060461296663,0.5750649162495969,0.4441085504681125,0.0035526977003302,265.93155815434466,71.99578595506485,193.93577219927985,0.7292694915385747,0.3486884689093484,216.292554,10.431119,5,matrix
396,SAV-map2-3mN,SA-8-map2-indents_0097.txt,99638.533354351,2.8606531691934407,274520.36279499735,13881.988134828487,-101.13530255972398,0.6676429538527531,0.3953580309377785,-0.0337295746720702,95.71155885966355,41.19897824161353,54.51258061805002,0.5695506505957001,0.4237874061151208,214.400064,12.948237,3,mc-matrix
397,SV-map2-3mN,SV-8-map2-indents_0331.txt,103090.28645128464,3.115833822455042,163183.25844629642,19238.610493459422,4.809212526512276,0.4469885087143487,0.5816456455727979,0.0016047986344055,117.64464796549022,42.61250076712077,75.03214719836946,0.6377863208905119,0.4954215327270201,213.865319,11.997591,3,matrix
398,SAV-map1-3mN,SA-7-map1-indent_0335.txt,108690.2624190758,3.547788340604769,133050.2288986546,18180.14402044292,24.59146225055381,0.4231950748433708,0.5921496050096144,0.0082021484625682,129.80014675222958,42.37981304039178,87.4203337118378,0.673499498261054,0.5300508131263423,208.646284,9.999372,3,matrix
399,SAV-map2-3mN,SA-8-map2-indents_0390.txt,105097.14332487097,2.6406701614862254,149982.52694049422,29578.60803948289,6.923428796293546,0.2813781811029736,0.739870365348765,0.0023090122605666,100.52311188533156,41.20249968812246,59.32061219720909,0.5901191386203517,0.6960840658778787,242.257026,16.240461,3,mc-matrix
400,SAV-map1-3mN,SA-7-map1-indent_0091.txt,109804.92102956568,3.499241106540318,184738.78900711384,13662.25067867784,79.28391020338724,0.5572249801083964,0.4333414326420352,0.0264440803859117,118.59040085114896,39.09036913754763,79.50003171360135,0.6703749303738955,0.4687478488292239,210.108126,10.440399,3,matrix
401,BV-map2-3mN,3s-a9-b-map2-curves_0294.txt,112173.94140646407,3.5461013119457467,168074.16081875598,16044.552002185685,46.3763017126022,0.4984934976227255,0.5046415959712369,0.015468509857035,123.9463853954432,39.40793734244345,84.53844805299975,0.6820565826367999,0.4627988623830409,217.702843,10.445338,3,matrix
402,LCV-map2-3mN,LCV-8-map2-indent_0073.txt,114218.97616618437,3.5145428738402726,173796.44557685338,16588.148784423785,55.57806484219011,0.4902331639431835,0.5087888823061401,0.018536212463935,118.1021464563549,40.805823411795615,77.29632304455929,0.6544870297774346,0.4071779651487145,227.153121,11.199681,3,matrix
403,SV-map2-3mN,SV-8-map2-indents_0246.txt,101225.5322276001,3.15786643802206,162751.82984379018,17708.753127600707,-6.382250379945639,0.4729941360245394,0.5514757228164597,-0.0021297156896729,120.15126811745466,44.711100920758,75.44016719669666,0.6278765790715553,0.4992867714736522,200.885808,11.404589,3,matrix
404,SV-map1-3mN,SV-7-map1-indents_0185.txt,102934.35717427864,3.222873052284107,156780.59069922304,18061.33693966957,27.99443634490609,0.4514335707115993,0.5597264133762687,0.0093373140478424,123.38524953742083,40.96194729204548,82.42330224537535,0.6680158491747237,0.4313786380004134,200.549129,11.479569,3,matrix
405,BV-map1-5mN,s3-b-curves_0349.txt,146545.86834459,3.897578217213873,180277.26502586785,13889.288687681948,96.74908751525832,0.6296239530622084,0.3671133274843289,0.0193529310991001,268.3301721182949,78.03068033119897,190.29949178709597,0.7091990076434689,0.3247845689246085,218.351341,10.1055,5,matrix
406,BV-map1-5mN,s3-b-curves_0287.txt,146718.8976586298,2.973590694806296,323235.93274664413,19364.29667583602,-48.2847522743682,0.6615132985177878,0.3917979750789973,-0.0096585497865115,199.04075601732436,78.00833292103485,121.03242309628948,0.6080785941435779,0.5410246230718313,278.952669,17.093048,5,mc-matrix
407,BV-matrix3-3mN,3s-5-3mNimage_20230209_0826_00057 LC.txt,110582.38820150313,3.377027745918361,207858.6506666057,14966.08813549484,24.33916280413752,0.558087246307248,0.4482220623864217,0.0081309545193857,111.98951775553124,31.77591106843652,80.21360668709471,0.7162599526698373,0.3514003738298659,238.561642,10.949591,3,matrix
408,SV-map2-3mN,SV-8-map2-indents_0223.txt,99462.8870937668,3.072888858821133,162772.86790354006,17988.015082067424,40.89923752045087,0.458892246473334,0.5517262246135,0.0136479438992483,120.50584782573856,47.05240257727583,73.45344524846273,0.6095425788355309,0.4274346309204058,202.564112,11.823758,3,matrix
409,SV-map1-3mN,SV-7-map1-indents_0396.txt,100512.52241534655,3.194821875187716,140495.7951291749,18661.80592047487,19.768102682754105,0.4216663281489644,0.5904497962401976,0.0065935296925436,123.13226089575844,46.560144151838905,76.57211674391954,0.6218688440127329,0.4631541304503437,199.652682,11.068515,3,matrix
410,BV-map1-5mN,s3-b-curves_0277.txt,147417.67249782346,3.832277367850644,173861.98869928607,16881.746746752906,14.745646193376842,0.5846317285720557,0.4378327541909204,0.0029496306531928,253.7963472370448,76.79503611087708,177.0013111261677,0.6974147305628838,0.3960661610432188,223.348963,10.54874,5,matrix
