FORMULA,PROPERTY: BCC/FCC/other,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Al1 Co1 Cr1 Cu1 Fe1,other,13.0,29.0,16.0,23.8,4.319999999999999,13.0,49.0,73.0,24.0,59.8,6.959999999999999,49.0,26.9815386,63.546,36.5644614,51.46036672,9.791531247999997,26.9815386,933.47,2180.0,1246.53,1610.048,371.5424,933.47,6.0,13.0,7.0,9.4,2.08,6.0,3.0,4.0,1.0,3.8,0.3200000000000001,3.0,121.0,139.0,18.0,130.0,5.2,121.0,1.61,1.9,0.2899999999999998,1.7760000000000002,0.11279999999999993,1.61,1.0,2.0,1.0,1.6,0.48,1.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,10.0,10.0,5.6,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.4,2.32,3.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,5.0,2.4,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.8,1.44,1.0,10.245,16.48,6.235000000000001,11.943000000000001,1.814800000000001,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7318268,0.87819216,0.0,194.0,229.0,35.0,220.4,10.559999999999997,194.0
Co1 Cr1 Cu1 Fe1,FCC,24.0,29.0,5.0,26.5,1.5,24.0,49.0,64.0,15.0,56.5,4.5,49.0,51.9961,63.546,11.549900000000001,57.58007375,3.65952375,51.9961,1357.77,2180.0,822.23,1779.1925,216.3075,1357.77,6.0,11.0,5.0,8.5,1.5,6.0,4.0,4.0,0.0,4.0,0.0,4.0,126.0,139.0,13.0,132.25,3.375,126.0,1.66,1.9,0.24,1.8175,0.07875000000000004,1.66,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,8.5,1.5,6.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.5,1.5,1.0,10.245,11.19,0.9450000000000003,10.80875,0.32125000000000004,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9147835,0.9147835000000001,0.0,194.0,229.0,35.0,219.25,12.625,194.0
Co1 Cr1 Cu0.5 Fe1 Ni1,FCC,24.0,29.0,5.0,26.555555555555557,1.382716049382716,24.0,49.0,64.0,15.0,56.666666666666664,4.148148148148149,49.0,51.9961,63.546,11.549900000000001,57.16459888888888,2.883599012345679,51.9961,1357.77,2180.0,822.23,1814.641111111111,162.3817283950617,1728.0,6.0,11.0,5.0,8.555555555555555,1.382716049382716,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.44444444444446,4.839506172839505,124.0,1.66,1.91,0.25,1.828888888888889,0.07506172839506164,1.66,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,6.888888888888889,1.2345679012345678,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,8.555555555555555,1.382716049382716,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.111111111111111,1.2345679012345678,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.4444444444444446,1.382716049382716,2.0,10.245,11.19,0.9450000000000003,10.671111111111111,0.34543209876543224,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9454508222222222,0.7858810469135802,0.0,194.0,229.0,35.0,219.88888888888889,11.506172839506174,194.0
Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC,22.0,29.0,7.0,26.0,2.0,22.0,43.0,64.0,21.0,55.0,6.0,43.0,47.867,63.546,15.679000000000002,56.1467825,4.2440825,47.867,1357.77,2180.0,822.23,1797.6283333333333,179.705,1357.77,4.0,11.0,7.0,8.0,2.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,160.0,36.0,135.5,9.333333333333334,124.0,1.54,1.91,0.3699999999999999,1.7866666666666664,0.12444444444444451,1.54,1.0,2.0,1.0,1.6666666666666667,0.44444444444444436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,6.333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,8.0,2.0,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.0,2.0,1.0,10.245,16.69,6.445000000000002,11.707500000000001,1.6608333333333345,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7090918722222223,0.7469834185185186,0.0,194.0,229.0,35.0,216.0,14.666666666666666,194.0
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,FCC,22.0,29.0,7.0,26.363636363636363,1.7851239669421488,24.0,43.0,64.0,21.0,56.09090909090909,5.355371900826446,49.0,47.867,63.546,15.679000000000002,56.89948999999999,3.8087727272727276,51.9961,1357.77,2180.0,822.23,1784.5945454545456,181.8231404958678,1357.77,4.0,11.0,7.0,8.363636363636363,1.7851239669421488,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,160.0,36.0,133.27272727272728,6.942148760330582,124.0,1.54,1.91,0.3699999999999999,1.8090909090909089,0.10314049586776868,1.66,1.0,2.0,1.0,1.6363636363636365,0.4628099173553718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,6.7272727272727275,1.7520661157024795,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,8.363636363636363,1.7851239669421488,6.0,0.0,1.0,1.0,0.36363636363636365,0.4628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.272727272727273,1.7520661157024795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.6363636363636362,1.7851239669421488,1.0,10.245,16.69,6.445000000000002,11.254545454545454,0.9882644628099171,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735527212121212,0.7680103845730027,0.0,194.0,229.0,35.0,218.0,13.090909090909092,194.0
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,other,22.0,29.0,7.0,26.137931034482758,1.9262782401902498,24.0,43.0,64.0,21.0,55.41379310344827,5.7788347205707495,49.0,47.867,63.546,15.679000000000002,56.4322922413793,4.095075267538645,51.9961,1357.77,2180.0,822.23,1792.6844827586208,180.7873959571938,1357.77,4.0,11.0,7.0,8.13793103448276,1.9262782401902498,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,160.0,36.0,134.6551724137931,8.489892984542214,124.0,1.54,1.91,0.3699999999999999,1.7951724137931033,0.1170035671819263,1.66,1.0,2.0,1.0,1.6551724137931034,0.45184304399524383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,6.482758620689656,1.9143876337693224,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,8.13793103448276,1.9262782401902498,6.0,0.0,1.0,1.0,0.3448275862068966,0.45184304399524383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.5172413793103448,1.9143876337693224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.862068965517241,1.9262782401902498,1.0,10.245,16.69,6.445000000000002,11.535689655172414,1.4218787158145065,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7335425390804599,0.7558789385652003,0.0,194.0,229.0,35.0,216.75862068965517,14.126040428061831,194.0
Al0.5 B0.2 Co1 Cr1 Cu1 Fe1 Ni1,other,5.0,29.0,24.0,24.82456140350877,3.7550015389350575,24.0,49.0,73.0,24.0,59.28070175438596,5.558633425669436,49.0,10.811,63.546,52.735,53.450291982456136,8.146114761465068,51.9961,933.47,2348.0,1414.53,1715.9833333333331,262.97192982456147,1357.77,6.0,13.0,7.0,9.31578947368421,1.7359187442289936,6.0,2.0,4.0,2.0,3.8421052631578942,0.2770083102493079,4.0,84.0,139.0,55.0,128.12280701754383,6.537396121883658,124.0,1.61,2.04,0.42999999999999994,1.8233333333333335,0.09473684210526306,1.66,1.0,2.0,1.0,1.6491228070175439,0.4555247768544167,1.0,0.0,1.0,1.0,0.12280701754385964,0.21545090797168356,0.0,0.0,10.0,10.0,6.315789473684211,2.1237303785780237,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.087719298245615,2.012927054478301,6.0,0.0,1.0,1.0,0.3508771929824561,0.4555247768544167,0.0,0.0,5.0,5.0,0.6140350877192983,1.077254539858418,0.0,0.0,5.0,5.0,2.456140350877193,1.6251154201292706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.4210526315789473,1.4958448753462605,1.0,7.1725,16.48,9.307500000000001,11.092894736842103,0.9791782086795925,10.245,0.0,1.524,1.524,0.05347368421052632,0.1031948291782087,0.0,0.0,2.1106628,2.1106628,0.746408543859649,0.7601111972914741,0.0,166.0,229.0,63.0,218.89473684210526,12.446906740535551,194.0
Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,other,5.0,29.0,24.0,23.524590163934427,5.3695243214189725,24.0,49.0,73.0,24.0,60.114754098360656,6.014512227895726,49.0,10.811,63.546,52.735,50.654272836065566,11.71879699005644,51.9961,933.47,2348.0,1414.53,1757.427049180328,275.75823703305565,1357.77,6.0,13.0,7.0,9.557377049180328,1.8597151303413062,6.0,2.0,4.0,2.0,3.721311475409836,0.45686643375436714,4.0,84.0,139.0,55.0,125.22950819672131,9.207202364955657,124.0,1.61,2.04,0.42999999999999994,1.8375409836065575,0.09798441279226008,1.66,1.0,2.0,1.0,1.6721311475409837,0.44074173609244827,1.0,0.0,1.0,1.0,0.18032786885245905,0.29561945713517873,0.0,0.0,10.0,10.0,5.901639344262295,2.424079548508465,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.754098360655738,2.2897070679924747,6.0,0.0,1.0,1.0,0.3278688524590164,0.44074173609244827,0.0,0.0,5.0,5.0,0.9016393442622951,1.4780972856758936,0.0,0.0,5.0,5.0,2.295081967213115,1.6769685568395594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.5245901639344264,1.499596882558452,1.0,7.1725,16.48,9.307500000000001,10.835819672131148,1.1181805966138134,10.245,0.0,1.524,1.524,0.1499016393442623,0.27031443160440743,0.0,0.0,2.1106628,2.1106628,0.6974637213114754,0.7423628056973932,0.0,166.0,229.0,63.0,215.4262295081967,16.74818597151304,194.0
Al0.5 B1 Co1 Cr1 Cu1 Fe1 Ni1,other,5.0,29.0,24.0,22.384615384615383,6.792899408284023,5.0,49.0,73.0,24.0,60.84615384615385,6.319526627218935,49.0,10.811,63.546,52.735,48.20237912307693,14.769784426035498,10.811,933.47,2348.0,1414.53,1793.7700000000002,294.67384615384617,1357.77,6.0,13.0,7.0,9.76923076923077,1.9408284023668638,6.0,2.0,4.0,2.0,3.6153846153846154,0.5917159763313609,2.0,84.0,139.0,55.0,122.6923076923077,12.16568047337278,84.0,1.61,2.04,0.42999999999999994,1.85,0.10153846153846148,1.66,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,1.0,0.0,1.0,1.0,0.23076923076923078,0.3550295857988166,0.0,0.0,10.0,10.0,5.538461538461538,2.7218934911242605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.461538461538462,2.5088757396449703,3.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,5.0,5.0,1.1538461538461537,1.7751479289940826,0.0,0.0,5.0,5.0,2.1538461538461537,1.7041420118343196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.6153846153846154,1.4911242603550294,1.0,7.1725,16.48,9.307500000000001,10.610384615384616,1.2595857988165682,7.1725,0.0,1.524,1.524,0.23446153846153847,0.3967810650887574,0.0,0.0,2.1106628,2.1106628,0.6545428769230769,0.7230917680473373,0.0,166.0,229.0,63.0,212.3846153846154,19.928994082840237,166.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,other,13.0,29.0,16.0,25.545454545454547,2.8429752066115697,24.0,49.0,73.0,24.0,58.81818181818182,5.256198347107438,49.0,26.9815386,63.546,36.5644614,55.00081169090909,6.18703572231405,51.9961,933.47,2180.0,1246.53,1693.0009090909093,259.9986776859503,1357.77,6.0,13.0,7.0,9.181818181818182,1.6528925619834711,6.0,3.0,4.0,1.0,3.909090909090909,0.16528925619834703,4.0,121.0,139.0,18.0,129.72727272727272,5.024793388429753,124.0,1.61,1.91,0.2999999999999998,1.8154545454545454,0.09388429752066113,1.66,1.0,2.0,1.0,1.6363636363636365,0.4628099173553718,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,10.0,10.0,6.545454545454546,1.9504132231404958,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.272727272727273,1.884297520661157,6.0,0.0,1.0,1.0,0.36363636363636365,0.4628099173553719,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,5.0,5.0,2.5454545454545454,1.586776859504132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.3636363636363638,1.487603305785124,1.0,10.245,16.48,6.235000000000001,11.235454545454544,0.9535537190082638,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735506727272727,0.7680118743801653,0.0,194.0,229.0,35.0,220.8181818181818,9.752066115702483,194.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,13.0,29.0,16.0,25.545454545454547,2.8429752066115697,24.0,49.0,73.0,24.0,58.81818181818182,5.256198347107438,49.0,26.9815386,63.546,36.5644614,55.00081169090909,6.18703572231405,51.9961,933.47,2180.0,1246.53,1693.0009090909093,259.9986776859503,1357.77,6.0,13.0,7.0,9.181818181818182,1.6528925619834711,6.0,3.0,4.0,1.0,3.909090909090909,0.16528925619834703,4.0,121.0,139.0,18.0,129.72727272727272,5.024793388429753,124.0,1.61,1.91,0.2999999999999998,1.8154545454545454,0.09388429752066113,1.66,1.0,2.0,1.0,1.6363636363636365,0.4628099173553718,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,10.0,10.0,6.545454545454546,1.9504132231404958,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.272727272727273,1.884297520661157,6.0,0.0,1.0,1.0,0.36363636363636365,0.4628099173553719,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,5.0,5.0,2.5454545454545454,1.586776859504132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.3636363636363638,1.487603305785124,1.0,10.245,16.48,6.235000000000001,11.235454545454544,0.9535537190082638,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735506727272727,0.7680118743801653,0.0,194.0,229.0,35.0,220.8181818181818,9.752066115702483,194.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,other,13.0,29.0,16.0,25.0,3.076923076923077,22.0,43.0,73.0,30.0,56.38461538461539,6.816568047337278,43.0,26.9815386,63.546,36.5644614,53.9033022,6.585964984615385,47.867,933.47,2180.0,1246.53,1731.1546153846155,238.57893491124258,1357.77,4.0,13.0,9.0,8.384615384615385,2.2011834319526624,4.0,3.0,4.0,1.0,3.923076923076923,0.14201183431952677,4.0,121.0,160.0,39.0,134.3846153846154,9.301775147928995,124.0,1.54,1.91,0.3699999999999999,1.7730769230769228,0.1315976331360947,1.54,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,1.0,0.0,1.0,1.0,0.07692307692307693,0.1420118343195266,0.0,0.0,10.0,10.0,5.846153846153846,2.3431952662721893,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.615384615384615,2.319526627218935,4.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,5.0,5.0,0.38461538461538464,0.7100591715976332,0.0,0.0,8.0,8.0,3.3846153846153846,2.106508875739645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.076923076923077,1.9408284023668638,1.0,10.245,16.69,6.445000000000002,12.074615384615385,2.0978698224852073,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6545463435897436,0.723089634714004,0.0,194.0,229.0,35.0,216.69230769230768,13.964497041420124,194.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,FCC,13.0,29.0,16.0,25.42105263157895,2.9178208679593713,24.0,43.0,73.0,30.0,58.26315789473684,5.558633425669437,49.0,26.9815386,63.546,36.5644614,54.75050250877192,6.321257882425363,51.9961,933.47,2180.0,1246.53,1701.7026315789476,255.45577100646344,1357.77,4.0,13.0,9.0,9.0,1.7543859649122806,6.0,3.0,4.0,1.0,3.912280701754386,0.16004924592182196,4.0,121.0,160.0,39.0,130.78947368421052,5.7802400738688835,124.0,1.54,1.91,0.3699999999999999,1.8057894736842104,0.10415512465373963,1.66,1.0,2.0,1.0,1.6491228070175439,0.4555247768544167,1.0,0.0,1.0,1.0,0.08771929824561403,0.16004924592182213,0.0,0.0,10.0,10.0,6.385964912280701,2.0498614958448758,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.12280701754386,1.9759926131117267,6.0,0.0,1.0,1.0,0.3508771929824561,0.4555247768544167,0.0,0.0,5.0,5.0,0.43859649122807015,0.8002462296091105,0.0,0.0,8.0,8.0,2.736842105263158,1.6989843028624192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.5263157894736845,1.6066481994459836,1.0,10.245,16.69,6.445000000000002,11.426842105263157,1.2558633425669432,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7464093345029239,0.7601106424540884,0.0,194.0,229.0,35.0,219.87719298245614,10.895660203139428,194.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,FCC,13.0,29.0,16.0,25.305084745762713,2.9761562769319156,24.0,43.0,73.0,30.0,57.7457627118644,5.894857799482908,49.0,26.9815386,63.546,36.5644614,54.51716344067796,6.42336991094513,51.9961,933.47,2180.0,1246.53,1709.814406779661,250.92088480321738,1357.77,4.0,13.0,9.0,8.830508474576272,1.8960068945705257,6.0,3.0,4.0,1.0,3.915254237288136,0.15512783682849737,4.0,121.0,160.0,39.0,131.77966101694915,6.423441539787417,124.0,1.54,1.91,0.3699999999999999,1.7967796610169489,0.1128411376041368,1.66,1.0,2.0,1.0,1.6610169491525424,0.4481470841712151,1.0,0.0,1.0,1.0,0.0847457627118644,0.15512783682849754,0.0,0.0,10.0,10.0,6.23728813559322,2.1315713875323183,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.983050847457627,2.0568802068371164,6.0,0.0,1.0,1.0,0.3389830508474576,0.4481470841712151,0.0,0.0,5.0,5.0,0.423728813559322,0.7756391841424874,0.0,0.0,8.0,8.0,2.9152542372881354,1.7925883366848605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.677966101694915,1.706406205113473,1.0,10.245,16.69,6.445000000000002,11.605254237288133,1.5156851479459905,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7211080870056495,0.7514975681317628,0.0,194.0,229.0,35.0,218.99999999999997,11.864406779661032,194.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,other,13.0,29.0,16.0,25.19672131147541,3.020693361999462,24.0,43.0,73.0,30.0,57.26229508196722,6.256382692824509,49.0,26.9815386,63.546,36.5644614,54.299125295081964,6.498719285138405,51.9961,933.47,2180.0,1246.53,1717.3942622950824,246.42176834184338,1357.77,4.0,13.0,9.0,8.672131147540984,2.015587207739855,6.0,3.0,4.0,1.0,3.918032786885246,0.15049717817790906,4.0,121.0,160.0,39.0,132.7049180327869,7.4334856221445955,124.0,1.54,1.91,0.3699999999999999,1.7883606557377048,0.12018274657350178,1.66,1.0,2.0,1.0,1.6721311475409837,0.4407417360924482,1.0,0.0,1.0,1.0,0.0819672131147541,0.15049717817790917,0.0,0.0,10.0,10.0,6.0983606557377055,2.1983337812416015,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.852459016393443,2.1607094866971246,6.0,0.0,1.0,1.0,0.3278688524590164,0.44074173609244827,0.0,0.0,5.0,5.0,0.4098360655737705,0.752485890889546,0.0,0.0,8.0,8.0,3.0819672131147544,1.8973394248857836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.8196721311475414,1.7898414404729912,1.0,10.245,16.69,6.445000000000002,11.771967213114754,1.7392905133028762,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6974659377049179,0.742361352324644,0.0,194.0,229.0,35.0,218.1803278688525,12.684762160709473,194.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,other,13.0,29.0,16.0,25.095238095238095,3.0536659108087685,24.0,43.0,73.0,30.0,56.80952380952381,6.560846560846562,49.0,26.9815386,63.546,36.5644614,54.094930841269836,6.551705280927187,51.9961,933.47,2180.0,1246.53,1724.4928571428572,241.9791383219954,1357.77,4.0,13.0,9.0,8.523809523809524,2.1164021164021163,6.0,3.0,4.0,1.0,3.9206349206349205,0.14613252708490818,4.0,121.0,160.0,39.0,133.57142857142858,8.43537414965987,124.0,1.54,1.91,0.3699999999999999,1.7804761904761903,0.12637944066515497,1.66,1.0,2.0,1.0,1.6825396825396826,0.4333585285966239,1.0,0.0,1.0,1.0,0.07936507936507936,0.146132527084908,0.0,0.0,10.0,10.0,5.968253968253968,2.262534643487024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.730158730158731,2.247417485512724,6.0,0.0,1.0,1.0,0.31746031746031744,0.4333585285966239,0.0,0.0,5.0,5.0,0.39682539682539686,0.7306626354245401,0.0,0.0,8.0,8.0,3.238095238095238,2.0105820105820107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.952380952380952,1.8594104308390025,1.0,10.245,16.69,6.445000000000002,11.928095238095237,1.9318972033257742,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6753248772486773,0.7328521414294112,0.0,194.0,229.0,35.0,217.41269841269843,13.378684807256228,194.0
